task_id,question,input_fields,output_fields,answer,guidelines,level
1,How many total transactions are there in the dataset?,payments.psp_reference,,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1853,What are the total fees (in euros) that Martinis_Fine_Steakhouse paid in July 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1520,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 4321 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2583,"Looking at the month of January, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.card_scheme, fees.monthly_fraud_level, payments.is_credit, payments.eur_amount",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2571,"During 2023, imagine if the Fee with ID 787 was only applied to account type R, which merchants would have been affected by this change?","merchant_data.account_type, merchant_data.merchant, payments.year, fees.ID",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1674,"For account type S, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.","fees.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
10,How many unique merchants are present in the dataset?,payments.merchant,payments.merchant,,"Answer must be just a number of unique merchants. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1846,What are the total fees (in euros) that Golfclub_Baron_Friso paid in December 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
50,Are credit payments more likely to result in a fraudulent dispute compared to debit card payments?,"payments.is_credit, payments.has_fraudulent_dispute",payments.has_fraudulent_dispute,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1745,What are the applicable fee IDs for Rafa_AI in 2023?,"payments.merchant, payments.year, fees.ID",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
70,Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine?,"payments.merchant, payments.has_fraudulent_dispute, payments.day_of_year",fees.monthly_fraud_level,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1486,What is the fee ID or IDs that apply to account_type = F and aci = C?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1281,"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 100 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2539,"Imagine the merchant Golfclub_Baron_Friso had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, payments.eur_amount, merchant_data.merchant, merchant_data.merchant_category_code, fees.merchant_category_code",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2419,In July 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=276 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
19,What is the highest avg fraud rate for the year 2023? (by card_scheme),"payments.card_scheme, payments.year, payments.has_fraudulent_dispute, payments.day_of_year",compute.fee,,"Answer must be just a number expressed as a percentage rounded to 6 decimal places. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1705,"For the 10th of the year 2023, what are the Fee IDs applicable to Rafa_AI?","payments.merchant, payments.day_of_year, payments.year",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
