task_id,question,answer,guidelines,level,cluster,reference_list,referred_question
59,What are the top 3 countries (ip_country) by avg transaction value for Crossfit_Hanna's NexPay transactions in the last quarter of 2023?,,"Answer must be a comma separated list of country codes. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1452,"For a credit transaction of 100 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,0,[],
1570,"For account type D, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1753,What were the applicable Fee IDs for Belles_cookbook_store in March 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
25,How many outliers are there in the transaction amount data (using Z-Score > 3)?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1497,What is the fee ID or IDs that apply to account_type = S and aci = G?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,3,[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1435,"What is the most expensive MCC for a transaction of 10 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,0,[],
2555,"During 2023, imagine if the Fee with ID 64 was only applied to account type H, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
1305,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1732,"For the 200th of the year 2023, what is the total fees (in euros) that Martinis_Fine_Steakhouse should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
1509,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 100 EUR?",,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,8,[],
2573,"During 2023, imagine if the Fee with ID 787 was only applied to account type H, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
